airline_name,date,route ,origin,origin code,destination code,destination,layover 1,layover 2,overall_rating,seat_comfort_rating,cabin_staff_rating,inflight_entertainment_rating,value_money_rating
aegean-airlines,2015-08-01,athens|larnaca,athens,ATH,LCA,larnaca,,,5,5,5,,5
aegean-airlines,2015-07-28,athens|london,athens,ATH,LHR,london,,,4,4,5,2,4
aegean-airlines,2015-07-26,brussels|heraklion,brussels,BRU,HER,heraklion,,,4.5,4,5,,4
aegean-airlines,2015-07-21,mykonos|athens,mykonos,JMK,ATH,athens,,,4,4,4,,4
aegean-airlines,2015-07-21,athens|santorini,athens,ATH,JTR,santorini,,,4,4,5,,3
aegean-airlines,2015-07-12,ath|mxp,ath,ATH,MXP,mxp,,,5,4,5,,5
aegean-airlines,2015-07-12,fco|lca,fco,FCO,LCA,lca,,,5,4,5,,5
aegean-airlines,2015-07-12,lca|ath,lca,LCA,ATH,ath,,,5,4,5,,5
aegean-airlines,2015-07-07,zrh|jmk,zrh,ZRH,JMK,jmk,,,5,5,5,,5
aegean-airlines,2015-07-07,jmk|ath,jmk,JMK,ATH,ath,,,5,5,5,,5
aegean-airlines,2015-07-07,belfast|corfu,belfast,BFS,CFU,corfu,,,4.5,4,5,2,5
aegean-airlines,2015-06-20,zurich|athens,zurich,ZRH,ATH,athens,,,4,4,5,,5
aegean-airlines,2015-06-19,rome|athens,rome,FCO,ATH,athens,,,4,4,5,,5
aegean-airlines,2015-06-17,athens|heathrow,athens,ATH,LHR,heathrow,,,5,5,5,,5
aegean-airlines,2015-06-16,arlanda|athens,arlanda,ARN,ATH,athens,,,4.5,4,4,,5
aegean-airlines,2015-06-16,athens|athens,athens,ATH,ATH,athens,,,4.5,4,4,,5
aegean-airlines,2015-06-12,lhr|ath,lhr,LHR,ATH,ath,,,4.5,4,4,,4
aer-lingus,2015-07-28,snn|bos,snn,SNN,BOS,bos,,,1.5,2,1,1,2
aer-lingus,2015-07-27,shannon|boston,shannon,SNN,BOS,boston,,,2.5,3,4,1,1
aer-lingus,2015-07-27,madrid|dublin,madrid,MAD,DUB,dublin,,,4.5,5,5,,5
aer-lingus,2015-07-26,dublin|jersey,dublin,DUB,JER,jersey,,,5,5,5,,5
aer-lingus,2015-07-26,new york|warsaw,new york,JFK,WAW,warsaw,,,4,5,5,3,5
aer-lingus,2015-07-26,warsaw|dublin,warsaw,WAW,DUB,dublin,,,4,5,5,3,5
aer-lingus,2015-07-25,lhr|bhd,lhr,LHR,BHD,bhd,,,4.5,4,5,,4
aer-lingus,2015-07-22,dusseldorf|dublin,dusseldorf,DUS,DUB,dublin,,,1,2,2,,1
aer-lingus,2015-07-21,manchester|dublin,manchester,MAN,DUB,dublin,,,0.5,2,2,,3
aer-lingus,2015-07-20,chicago (ord)|dublin,chicago (ord),ORD,DUB,dublin,,,0.5,1,1,1,1
aer-lingus,2015-07-16,dublin|london heathrow,dublin,DUB,LHR,london heathrow,,,4,4,5,2,4
aer-lingus,2015-07-16,belfast|gatwick,belfast,BFS,LGW,gatwick,,,3.5,1,4,,4
aer-lingus,2015-07-13,dublin|san francisco,dublin,DUB,SFO,san francisco,,,5,5,5,4,4
aer-lingus,2015-07-06,sfo|dub,sfo,SFO,DUB,dub,,,3.5,3,4,4,4
aer-lingus,2015-06-19,cardiff|dublin,cardiff,CWL,DUB,dublin,,,5,3,5,,4
aer-lingus,2015-06-12,"jfk-snn-lhr, fco-dub-jfk","jfk-snn-lhr, fco-dub-jfk",JFK,SNN,,,,4.5,3,4,4,5
aer-lingus,2015-06-12,"jfk-snn-lhr, fco-dub-jfk","jfk-snn-lhr, fco-dub-jfk",SNN,LHR,,,,4.5,3,4,4,5
aer-lingus,2015-06-12,"jfk-snn-lhr, fco-dub-jfk","jfk-snn-lhr, fco-dub-jfk",FCO,DUB,,,,4.5,3,4,4,5
aer-lingus,2015-06-12,"jfk-snn-lhr, fco-dub-jfk","jfk-snn-lhr, fco-dub-jfk",DUB,JFK,,,,4.5,3,4,4,5
aeroflot-russian-airlines,2015-07-21,new york jfk|moscow,new york jfk,JFK,SVO,moscow,,,4,4,4,3,5
aeroflot-russian-airlines,2015-07-20,london|bishkek,london,LHR,FRU,bishkek,,,3.5,4,4,3,3
aeroflot-russian-airlines,2015-07-20,bishkek|moscow,bishkek,FRU,SVO,moscow,,,3.5,4,4,3,3
aeroflot-russian-airlines,2015-07-19,shanghai|prague,shanghai,PVG,PRG,prague,,,5,5,5,5,5
aeroflot-russian-airlines,2015-07-19,prague|moscow,prague,PRG,SVO,moscow,,,5,5,5,5,5
aeroflot-russian-airlines,2015-07-07,rome|kyo,rome,FCO,KYO,kyo,,,4,3,3,4,5
aeroflot-russian-airlines,2015-07-07,kyo|moscow,kyo,KYO,SVO,moscow,,,4,3,3,4,5
aeroflot-russian-airlines,2015-06-27,del|hel,del,DEL,HEL,hel,,,1.5,3,1,3,3
aeroflot-russian-airlines,2015-06-27,hel|svo,hel,HEL,SVO,svo,,,1.5,3,1,3,3
aeroflot-russian-airlines,2015-06-20,amsterdam|moscow,amsterdam,AMS,SVO,moscow,,,4,3,5,4,4
aeroflot-russian-airlines,2015-06-20,moscow|moscow,moscow,SVO,SVO,moscow,,,4,3,5,4,4
aeroflot-russian-airlines,2015-06-17,moscow|vladivostok,moscow,SVO,VVO,vladivostok,,,4.5,5,4,3,5
aeroflot-russian-airlines,2015-06-16,lax|svo,lax,LAX,SVO,svo,,,5,5,5,5,5
aeroflot-russian-airlines,2015-06-16,led|sxf,led,LED,SXF,sxf,,,4,5,4,,5
aeroflot-russian-airlines,2015-06-16,sxf|svo,sxf,SXF,SVO,svo,,,4,5,4,,5
aeroflot-russian-airlines,2015-06-14,delhi|new york,delhi,DEL,JFK,new york,,,4.5,4,3,3,5
aeroflot-russian-airlines,2015-06-14,new york|moscow,new york,JFK,SVO,moscow,,,4.5,4,3,3,5
aeroflot-russian-airlines,2015-06-13,iad|waw,iad,IAD,WAW,waw,,,4,3,4,5,5
aeroflot-russian-airlines,2015-06-13,waw|svo,waw,WAW,SVO,svo,,,4,3,4,5,5
aeroflot-russian-airlines,2015-06-13,iad|svx,iad,IAD,SVX,svx,,,3.5,1,5,2,4
aeroflot-russian-airlines,2015-06-13,svx|svo,svx,SVX,SVO,svo,,,3.5,1,5,2,4
aerolineas-argentinas,2015-07-30,buenos aires|miami,buenos aires,EZE,MIA,miami,,,2.5,1,5,5,3
aerolineas-argentinas,2015-07-05,fco|eze,fco,FCO,EZE,eze,,,1,3,3,1,2
aeromexico,2015-07-09,jfk|cun,jfk,JFK,CUN,cun,,,5,5,5,5,5
aeromexico,2015-07-09,mex|new york,mex,MEX,JFK,new york,,,4,4,4,4,4
aeromexico,2015-06-30,mexico city|tijuana,mexico city,MEX,TIJ,tijuana,,,1,3,2,2,2
aeromexico,2015-06-27,shanghai|mexico city,shanghai,PVG,MEX,mexico city,,,0.5,4,3,1,3
aeromexico,2015-06-27,mexico city|tijuana,mexico city,MEX,TIJ,tijuana,,,0.5,4,3,1,3
aeromexico,2015-06-22,san francisco|cancun,san francisco,SFO,CUN,cancun,,,5,5,5,5,5
aeromexico,2015-06-22,cancun|mex,cancun,CUN,MEX,mex,,,5,5,5,5,5
aeromexico,2015-06-19,ontario|cancun,ontario,ONT,CUN,cancun,,,0.5,1,1,1,4
aeromexico,2015-06-18,dallas tx|cancun,dallas tx,DFW,CUN,cancun,,,5,5,5,5,5
aeromexico,2015-06-18,cancun|mexico city,cancun,CUN,MEX,mexico city,,,5,5,5,5,5
aeromexico,2015-06-14,medellin|mexico city,medellin,MDE,MEX,mexico city,,,1,1,1,1,3
aeromexico,2015-06-13,mexico city|ron,mexico city,MEX,YYZ,ron,,,0.5,3,5,,5
air-algerie,2015-06-20,algiers|lisbon,algiers,ALG,LIS,lisbon,,,1.5,1,3,,2
air-algerie,2015-06-16,lille|algiers,lille,LIL,ALG,algiers,,,4,4,5,,4
air-arabia,2015-07-17,chennai|sharjah,chennai,MAA,SHJ,sharjah,,,3,4,4,2,4
air-astana,2015-06-20,shymkent|kuala lumpur,shymkent,CIT,KUL,kuala lumpur,,,5,5,5,5,5
air-astana,2015-06-20,kuala lumpur|almaty,kuala lumpur,KUL,ALA,almaty,,,5,5,5,5,5
air-berlin,2015-07-29,jfk|düsseldorf,jfk,JFK,DUS,düsseldorf,,,3.5,3,5,5,4
air-berlin,2015-07-27,txl|lax,txl,TXL,LAX,lax,,,5,5,5,5,5
air-berlin,2015-07-27,lax|dus,lax,LAX,DUS,dus,,,5,5,5,5,5
air-berlin,2015-07-21,chicago|bucharest,chicago,ORD,OTP,bucharest,,,4.5,4,5,5,4
air-berlin,2015-07-21,bucharest|berlin,bucharest,OTP,BER,berlin,,,4.5,4,5,5,4
air-berlin,2015-07-18,cgn|txl,cgn,CGN,TXL,txl,,,4.5,5,5,,5
air-berlin,2015-06-17,txl|vie,txl,TXL,VIE,vie,,,4,4,5,4,5
air-canada,2015-07-30,london heathrow|ron,london heathrow,LHR,YYZ,ron,,,1.5,1,1,1,1
air-canada,2015-07-29,yyz|ewr,yyz,YYZ,EWR,ewr,,,0.5,1,1,2,1
air-canada,2015-07-29,yyz|lhr,yyz,YYZ,LHR,lhr,,,0.5,1,4,1,1
air-canada,2015-07-29,pek|yul,pek,PEK,YUL,yul,,,2.5,2,2,2,3
air-canada,2015-07-29,yul|yyz,yul,YUL,YYZ,yyz,,,2.5,2,2,2,3
air-canada,2015-07-26,frankfurt|montreal,frankfurt,FRA,YUL,montreal,,,1.5,3,2,3,2
air-canada,2015-07-25,calgary|kyo,calgary,YYC,KYO,kyo,,,0.5,1,3,,1
air-canada,2015-07-25,istanbul|calgary,istanbul,IST,YYC,calgary,,,0.5,1,1,1,2
air-canada,2015-07-25,calgary|london,calgary,YYC,LHR,london,,,0.5,1,1,1,2
air-canada,2015-07-23,calgary|edmonton,calgary,YYC,YEG,edmonton,,,1,3,1,,3
air-canada,2015-07-23,london|calgary,london,LHR,YYC,calgary,,,4,3,4,4,3
air-canada,2015-07-22,shanghai|cvg,shanghai,PVG,CVG,cvg,,,0.5,1,1,,1
air-canada,2015-07-22,cvg|ron,cvg,CVG,YYZ,ron,,,0.5,1,1,,1
air-canada,2015-07-22,montreal|ron,montreal,YUL,YYZ,ron,,,2,3,2,5,1
air-canada,2015-07-21,montreal|beijing,montreal,YUL,PEK,beijing,,,2.5,2,4,1,2
air-canada,2015-07-21,beijing|ron,beijing,PEK,YYZ,ron,,,2.5,2,4,1,2
air-canada,2015-07-21,kyo|vancouver,kyo,KYO,YVR,vancouver,,,4,5,5,4,4
air-canada,2015-07-20,qui|ron,qui,QUI,YYZ,ron,,,2,2,4,1,1
air-canada,2015-07-20,ron|bogota,ron,YYZ,BOG,bogota,,,2,2,4,1,1
air-canada,2015-07-19,ron|los angeles,ron,YYZ,LAX,los angeles,,,1,2,3,3,1
air-canada,2015-07-18,montreal|geneva,montreal,YUL,GVA,geneva,,,0.5,1,1,1,1
air-canada-rouge,2015-08-01,ron|lisbon,ron,YYZ,LIS,lisbon,,,2,1,4,1,2
air-canada,2015-07-18,vancouver|ron,vancouver,YVR,YYZ,ron,,,0.5,2,3,3,2
air-canada,2015-07-15,edmon|london,edmon,YEG,LHR,london,,,0.5,1,1,1,1
air-canada,2015-07-15,london|london,london,LHR,LHR,london,,,0.5,1,1,1,1
air-canada-rouge,2015-07-31,montreal|athens,montreal,YUL,ATH,athens,,,1,1,4,1,1
air-canada-rouge,2015-07-27,calgary|osaka,calgary,YYC,KIX,osaka,,,4,3,5,3,4
air-canada-rouge,2015-07-27,osaka|vancouver,osaka,KIX,YVR,vancouver,,,4,3,5,3,4
air-canada,2015-07-14,castlegar|calgary/,castlegar,YCG,YYC,calgary/,,,4.5,4,5,5,4
air-canada,2015-07-14,calgary/|ron,calgary/,YYC,YYZ,ron,,,4.5,4,5,5,4
air-canada,2015-07-14,montreal|frankfurt,montreal,YUL,FRA,frankfurt,,,1,2,1,2,2
air-canada-rouge,2015-07-27,vancouver|honolulu,vancouver,YVR,HNL,honolulu,,,1,1,2,1,1
air-canada-rouge,2015-07-27,honolulu|air canada,honolulu,HNL,YYZ,air canada,,,1,1,2,1,1
air-canada-rouge,2015-07-25,los angeles|vancouver,los angeles,LAX,YVR,vancouver,,,0.5,1,1,,2
air-canada,2015-07-13,ron|copenhagen,ron,YYZ,CPH,copenhagen,,,4.5,4,4,4,5
air-canada,2015-07-13,new york|ron,new york,JFK,YYZ,ron,,,4.5,4,4,,5
air-canada-rouge,2015-07-24,penticton|vancouver,penticton,YYF,YVR,vancouver,,,1.5,3,2,,1
air-canada-rouge,2015-07-24,varadero|montreal,varadero,VRA,YUL,montreal,,,0.5,2,2,,1
air-canada-rouge,2015-07-24,montreal|ron,montreal,YUL,YYZ,ron,,,0.5,2,2,,1
air-canada-rouge,2015-07-23,las vegas|calgary,las vegas,LAS,YYC,calgary,,,3.5,3,3,,4
air-canada,2015-07-11,vancouver|london,vancouver,YVR,LHR,london,,,0.5,1,3,3,1
air-canada,2015-07-11,london|calgary,london,LHR,YYC,calgary,,,0.5,1,3,3,1
air-canada,2015-07-08,vancouver|ron,vancouver,YVR,YYZ,ron,,,0.5,1,1,1,1
air-canada,2015-07-08,ron|aruba,ron,YYZ,AUA,aruba,,,3,3,3,,3
air-canada-rouge,2015-07-22,portland|vancouver,portland,PDX,YVR,vancouver,,,0.5,1,2,1,1
air-canada-rouge,2015-07-22,vancouver|osaka,vancouver,YVR,KIX,osaka,,,0.5,1,2,1,1
air-canada-rouge,2015-07-22,ron|las vegas,ron,YYZ,LAS,las vegas,,,0.5,3,5,3,2
air-canada-rouge,2015-07-21,quebec|lis,quebec,YQB,LIS,lis,,,0.5,1,1,1,1
air-canada-rouge,2015-07-21,lis|ron,lis,LIS,YYZ,ron,,,0.5,1,1,1,1
air-canada,2015-07-07,vancouver|bejing,vancouver,YVR,PEK,bejing,,,2.5,4,4,1,1
air-canada,2015-07-07,yhz|fco,yhz,YHZ,FCO,fco,,,4,5,4,4,4
air-canada,2015-07-07,fco|yul,fco,FCO,YUL,yul,,,4,5,4,4,4
air-canada,2015-07-06,reyjkjavik|ron,reyjkjavik,KEF,YYZ,ron,,,0.5,2,3,3,2
air-canada,2015-07-06,ron|ron,ron,YYZ,YYZ,ron,,,0.5,2,3,3,2
air-canada-rouge,2015-07-20,ottawa|rome,ottawa,YOW,FCO,rome,,,0.5,1,3,1,1
air-canada-rouge,2015-07-20,rome|montreal,rome,FCO,YUL,montreal,,,0.5,1,3,1,1
air-canada-rouge,2015-07-18,la|vancouver,la,LAX,YVR,vancouver,,,1,1,2,,1
air-canada-rouge,2015-07-18,vancouver|honolulu,vancouver,YVR,HNL,honolulu,,,4,4,5,2,5
air-canada,2015-07-06,dublin|chicago,dublin,DUB,ORD,chicago,,,0.5,1,2,,1
air-canada,2015-07-06,chicago|ron,chicago,ORD,YYZ,ron,,,0.5,1,2,,1
air-canada,2015-07-06,sfo|lhr,sfo,SFO,LHR,lhr,,,3.5,2,4,4,5
air-canada,2015-07-06,lhr|montreal,lhr,LHR,YUL,montreal,,,3.5,2,4,4,5
air-canada,2015-07-04,calgary|vancouver,calgary,YYC,YVR,vancouver,,,0.5,2,1,1,1
air-canada-rouge,2015-07-10,montego bay|ron,montego bay,MBJ,YYZ,ron,,,4,4,5,5,5
air-canada-rouge,2015-07-10,rome|vancouver,rome,FCO,YVR,vancouver,,,2.5,2,5,4,3
air-canada-rouge,2015-07-10,vancouver|montreal,vancouver,YVR,YUL,montreal,,,2.5,2,5,4,3
air-canada-rouge,2015-07-09,ron|las vegas,ron,YYZ,LAS,las vegas,,,0.5,1,2,1,1
air-canada,2015-07-03,ron|shanghai,ron,YYZ,PVG,shanghai,,,3.5,4,5,3,3
air-canada,2015-07-02,yyz|ord,yyz,YYZ,ORD,ord,,,3.5,4,4,4,4
air-canada,2015-06-29,london heathrow|ron,london heathrow,LHR,YYZ,ron,,,3,3,2,3,4
air-canada,2015-06-29,ron|montreal,ron,YYZ,YUL,montreal,,,3,3,2,3,4
air-canada-rouge,2015-07-08,ron|cancun,ron,YYZ,CUN,cancun,,,0.5,1,1,,1
air-canada-rouge,2015-07-08,ron|lisbon,ron,YYZ,LIS,lisbon,,,3.5,3,4,4,4
air-canada-rouge,2015-07-07,yul|fco,yul,YUL,FCO,fco,,,4,5,4,4,4
air-canada,2015-06-28,anchorage|ron,anchorage,ANC,YYZ,ron,,,0.5,1,1,4,2
air-canada,2015-06-28,ron|vancouver,ron,YYZ,YVR,vancouver,,,0.5,1,1,4,2
air-canada,2015-06-26,calgary|munich,calgary,YYC,MUC,munich,,,2,4,4,5,2
air-canada,2015-06-26,munich|ron,munich,MUC,YYZ,ron,,,2,4,4,5,2
air-canada,2015-06-24,ron|montreal,ron,YYZ,YUL,montreal,,,0.5,3,3,,1
air-canada-rouge,2015-07-07,yvr|hnl,yvr,YVR,HNL,hnl,,,0.5,1,2,1,2
air-canada-rouge,2015-07-06,newark|rome,newark,EWR,FCO,rome,,,4.5,3,4,2,4
air-canada-rouge,2015-07-06,rome|montreal,rome,FCO,YUL,montreal,,,4.5,3,4,2,4
air-canada-rouge,2015-07-03,athens|athens,athens,ATH,ATH,athens,,,0.5,1,1,1,1
air-canada-rouge,2015-07-03,athens|ron,athens,ATH,YYZ,ron,,,0.5,1,1,1,1
air-canada,2015-06-22,ron|zurich,ron,YYZ,ZRH,zurich,,,4.5,4,5,5,5
air-canada,2015-06-21,ywg|lhr,ywg,YWG,LHR,lhr,,,5,4,4,4,5
air-canada,2015-06-21,lhr|yyz,lhr,LHR,YYZ,yyz,,,5,4,4,4,5
air-canada,2015-06-19,vancouver|hkg,vancouver,YVR,HKG,hkg,,,2.5,3,3,3,3
air-canada-rouge,2015-07-03,dublin|ron,dublin,DUB,YYZ,ron,,,5,4,5,4,5
air-canada-rouge,2015-07-01,ottawa|dublin,ottawa,YOW,DUB,dublin,,,0.5,1,2,1,1
air-canada-rouge,2015-06-30,ron|las vegas,ron,YYZ,LAS,las vegas,,,1,1,5,1,1
air-canada,2015-06-16,calgary|london heathrow,calgary,YYC,LHR,london heathrow,,,2,1,2,3,2
air-canada,2015-06-16,yvr|yqy,yvr,YVR,YQY,yqy,,,3.5,2,3,3,5
air-canada,2015-06-16,"yqy|yul, yhz",yqy,YQY,YUL,"yul, yhz",,,3.5,2,3,3,5
air-canada,2015-06-16,"yqy|yul, yhz",yqy,YUL,YHZ,"yul, yhz",,,3.5,2,3,3,5
air-canada,2015-06-16,ottawa|san francisco,ottawa,YOW,SFO,san francisco,,,3,3,3,4,2
air-canada,2015-06-16,san francisco|ron,san francisco,SFO,YYZ,ron,,,3,3,3,4,2
air-canada-rouge,2015-06-30,yyz|yxx,yyz,YYZ,YXX,yxx,,,4.5,2,5,4,4
air-canada-rouge,2015-06-25,san diego|ron,san diego,SAN,YYZ,ron,,,5,4,5,,5
air-canada-rouge,2015-06-18,ron|montego bay,ron,YYZ,MBJ,montego bay,,,3.5,1,4,4,5
air-canada,2015-06-16,"sault ste. marie, canada|toronto|frankfurt|helsinki","sault ste. marie, canada",YAM,YYZ,toronto,frankfurt,helsinki,5,5,5,4,5
air-canada,2015-06-16,"sault ste. marie, canada|toronto|frankfurt|helsinki","sault ste. marie, canada",YYZ,FRA,,,,5,5,5,4,5
air-canada,2015-06-16,"sault ste. marie, canada|toronto|frankfurt|helsinki","sault ste. marie, canada",FRA,HEL,,,,5,5,5,4,5
air-canada,2015-06-15,toronto|boston,toronto,YYZ,BOS,boston,,,2,5,4,,3
air-canada,2015-06-15,yyj|yyz,yyj,YYJ,YYZ,yyz,,,1,1,4,3,1
air-canada,2015-06-15,yyz|yvr,yyz,YYZ,YVR,yvr,,,1,1,4,3,1
air-canada-rouge,2015-06-18,ind|nap,ind,IND,NAP,nap,,,0.5,3,3,,1
air-canada-rouge,2015-06-18,nap|yyz,nap,NAP,YYZ,yyz,,,0.5,3,3,,1
air-canada-rouge,2015-06-17,lga|rome,lga,LGA,FCO,rome,,,0.5,1,1,,1
air-canada-rouge,2015-06-17,rome|montreal,rome,FCO,YUL,montreal,,,0.5,1,1,,1
air-canada-rouge,2015-06-17,lima|ottawa,lima,LIM,YOW,ottawa,,,1.5,1,3,1,2
air-canada-rouge,2015-06-17,ottawa|ron,ottawa,YOW,YYZ,ron,,,1.5,1,3,1,2
air-canada,2015-06-14,beijing|new york,beijing,PEK,JFK,new york,,,2.5,3,1,5,3
air-canada,2015-06-14,new york|ron,new york,JFK,YYZ,ron,,,2.5,3,1,5,3
air-canada,2015-06-12,vancouver-toronto-baltimore,vancouver-toronto-baltimore,YVR,YYZ,,,,0.5,5,2,3,3
air-canada,2015-06-12,vancouver-toronto-baltimore,vancouver-toronto-baltimore,YYZ,BWI,,,,0.5,5,2,3,3
air-canada,2015-06-11,mex|yyz,mex,MEX,YYZ,yyz,,,3.5,2,5,3,3
air-canada-rouge,2015-06-15,venice|montreal,venice,VCE,YUL,montreal,,,0.5,2,1,1,2
air-canada-rouge,2015-06-13,athens|ron,athens,ATH,YYZ,ron,,,0.5,1,2,1,1
air-canada-rouge,2015-06-12,"yvr -sfo, lax-yvr","yvr -sfo, lax-yvr",YVR,SFO,,,,4,4,4,2,5
air-canada-rouge,2015-06-12,"yvr -sfo, lax-yvr","yvr -sfo, lax-yvr",SFO,LAX,,,,4,4,4,2,5
air-canada-rouge,2015-06-12,"yvr -sfo, lax-yvr","yvr -sfo, lax-yvr",LAX,YVR,,,,4,4,4,2,5
air-canada,2015-06-11,yul-lhr-yyz-mex,yul-lhr-yyz-mex,YUL,LHR,,,,5,4,5,5,5
air-canada,2015-06-11,yul-lhr-yyz-mex,yul-lhr-yyz-mex,LHR,YYZ,,,,5,4,5,5,5
air-canada,2015-06-11,yul-lhr-yyz-mex,yul-lhr-yyz-mex,YYZ,MEX,,,,5,4,5,5,5
air-canada-rouge,2015-06-12,yvr|lax,yvr,YVR,LAX,lax,,,3.5,3,4,3,4
air-canada-rouge,2015-06-12,venice|montreal,venice,VCE,YUL,montreal,,,5,4,5,4,4
air-canada-rouge,2015-06-11,athens|ron,athens,ATH,YYZ,ron,,,1,1,5,1,1
air-canada-rouge,2015-06-11,ron|las vegas,ron,YYZ,LAS,las vegas,,,0.5,1,3,1,1
air-china,2015-08-01,lax|hefei,lax,LAX,HFE,hefei,,,0.5,2,2,2,1
air-china,2015-08-01,hefei|beijing,hefei,HFE,PEK,beijing,,,0.5,2,2,2,1
air-china,2015-07-31,beijing|sydney,beijing,PEK,SYD,sydney,,,0.5,5,1,3,1
air-china,2015-07-30,incheon|paris,incheon,ICN,CDG,paris,,,0.5,1,1,1,1
air-china,2015-07-30,paris|beijing,paris,CDG,PEK,beijing,,,0.5,1,1,1,1
air-china,2015-07-28,syd|tpe,syd,SYD,TPE,tpe,,,3,3,4,2,4
air-china,2015-07-28,tpe|pek,tpe,TPE,PEK,pek,,,3,3,4,2,4
air-china,2015-07-26,bangkok|sfo,bangkok,BKK,SFO,sfo,,,0.5,3,1,2,3
air-china,2015-07-26,sfo|beijing,sfo,SFO,PEK,beijing,,,0.5,3,1,2,3
air-china,2015-07-25,kyo narita|beijing,kyo narita,KYO,PEK,beijing,,,4.5,5,4,4,5
air-china,2015-07-24,phuket|jfk,phuket,HKT,JFK,jfk,,,0.5,2,3,1,3
air-china,2015-07-24,jfk|beijing,jfk,JFK,PEK,beijing,,,0.5,2,3,1,3
air-china,2015-07-13,geneva|chengdu,geneva,GVA,CTU,chengdu,,,2.5,3,2,1,3
air-china,2015-07-13,chengdu|beijing,chengdu,CTU,PEK,beijing,,,2.5,3,2,1,3
air-china,2015-07-07,melbourne|beijing,melbourne,MEL,PEK,beijing,,,0.5,1,1,1,1
air-china,2015-07-07,beijing|beijing,beijing,PEK,PEK,beijing,,,0.5,1,1,1,1
air-china,2015-07-07,melbourne|shanghai,melbourne,MEL,PVG,shanghai,,,0.5,2,2,1,3
air-china,2015-07-07,shanghai|bejing,shanghai,PVG,PEK,bejing,,,0.5,2,2,1,3
air-china,2015-07-04,s|pek,s,PVG,PEK,pek,,,0.5,1,2,1,2
air-china,2015-07-04,pek|pek,pek,PEK,PEK,pek,,,0.5,1,2,1,2
air-china,2015-07-01,lax|chongqing,lax,LAX,CKG,chongqing,,,1,3,4,2,3
air-china,2015-07-01,chongqing|pek,chongqing,CKG,PEK,pek,,,1,3,4,2,3
air-china,2015-06-27,pek|sfo,pek,PEK,SFO,sfo,,,0.5,2,1,1,3
air-china,2015-06-19,beijing|london,beijing,PEK,LHR,london,,,3.5,4,4,2,5
air-china,2015-06-12,beijing|xi'an,beijing,PEK,XIY,xi'an,,,5,5,5,4,4
air-china,2015-06-12,lhr|hnd,lhr,LHR,HND,hnd,,,3,3,3,3,3
air-china,2015-06-12,hnd|pek,hnd,HND,PEK,pek,,,3,3,3,3,3
air-dolomiti,2015-07-22,munich|venice,munich,MUC,VCE,venice,,,3.5,3,4,3,3
air-dolomiti,2015-07-18,riga|verona,riga,RIX,VRN,verona,,,5,5,5,,5
air-dolomiti,2015-07-18,verona|frankfurt,verona,VRN,FRA,frankfurt,,,5,5,5,,5
air-dolomiti,2015-07-08,venice|munich,venice,VCE,MUC,munich,,,0.5,3,4,,3
air-dolomiti,2015-07-02,turin|munich,turin,TRN,MUC,munich,,,3.5,3,3,,3
air-europa,2015-07-20,pmi|bcn,pmi,PMI,BCN,bcn,,,4,4,3,,5
air-europa,2015-07-17,rome fco|madrid,rome fco,FCO,MAD,madrid,,,3.5,4,4,,5
air-europa,2015-07-14,madrid|new york,madrid,MAD,JFK,new york,,,5,5,5,5,5
air-europa,2015-07-05,pju|muc,pju,PUJ,MUC,muc,,,1.5,1,3,,2
air-europa,2015-07-05,muc|mad,muc,MUC,MAD,mad,,,1.5,1,3,,2
air-europa,2015-06-16,tlv|lim,tlv,TLV,LIM,lim,,,0.5,1,1,1,5
air-europa,2015-06-16,lim|mad,lim,LIM,MAD,mad,,,0.5,1,1,1,5
air-europa,2015-06-11,mad-ory-mad,mad-ory-mad,MAD,ORY,,,,4,4,4,,4
air-europa,2015-06-11,mad-ory-mad,mad-ory-mad,ORY,MAD,,,,4,4,4,,4
air-europa,2015-06-11,fra|pmi,fra,FRA,PMI,pmi,,,1.5,2,2,2,2
air-europa,2015-06-11,pmi|mad,pmi,PMI,MAD,mad,,,1.5,2,2,2,2
air-france,2015-07-30,atl|ist,atl,ATL,IST,ist,,,4,4,4,3,4
air-france,2015-07-30,ist|cdg,ist,IST,CDG,cdg,,,4,4,4,3,4
air-france,2015-07-28,paris|riyadh,paris,CDG,RUH,riyadh,,,3.5,3,5,2,3
air-france,2015-07-26,mad|pvg,mad,MAD,PVG,pvg,,,4,3,5,2,5
air-france,2015-07-26,pvg|cdg,pvg,PVG,CDG,cdg,,,4,3,5,2,5
air-france,2015-07-26,barcelona|san francisco,barcelona,BCN,SFO,san francisco,,,1,1,5,2,1
air-france,2015-07-26,san francisco|paris,san francisco,SFO,CDG,paris,,,1,1,5,2,1
air-france,2015-07-22,paris orly|strasbourg,paris orly,ORY,SXB,strasbourg,,,5,5,5,,5
air-france,2015-07-22,paris|istanbul,paris,CDG,IST,istanbul,,,1,1,2,1,1
air-france,2015-07-21,paris|minneapolis,paris,CDG,MSP,minneapolis,,,1,2,1,3,1
air-france,2015-07-20,yvr|nce,yvr,YVR,NCE,nce,,,0.5,1,1,,1
air-france,2015-07-20,nce|cdg,nce,NCE,CDG,cdg,,,0.5,1,1,,1
air-france,2015-07-13,bhx|ord,bhx,BHX,ORD,ord,,,3,3,4,2,3
air-france,2015-07-13,ord|cdg,ord,ORD,CDG,cdg,,,3,3,4,2,3
