airline_name,date,route ,origin,origin code,destination code,destination,layover 1,layover 2,overall_rating,seat_comfort_rating,cabin_staff_rating,inflight_entertainment_rating,value_money_rating
klm-royal-dutch-airlines,2015-06-27,amsterdam|calgary,amsterdam,AMS,YYC,calgary,,,2,3,1,,2
klm-royal-dutch-airlines,2015-06-24,lax|copenhagen,lax,LAX,CPH,copenhagen,,,1.5,1,2,3,1
klm-royal-dutch-airlines,2015-06-24,copenhagen|ams,copenhagen,CPH,AMS,ams,,,4,4,5,5,4
klm-royal-dutch-airlines,2015-06-22,nairobi|amsterdam,nairobi,NBO,AMS,amsterdam,,,4.5,3,5,5,5
klm-royal-dutch-airlines,2015-06-21,sin|amsterdam,sin,SIN,AMS,amsterdam,,,4.5,3,5,5,5
klm-royal-dutch-airlines,2015-06-17,ams|lax,ams,AMS,LAX,lax,,,2.5,5,2,4,2
klm-royal-dutch-airlines,2015-06-12,cai-ams and ams-iad,cai-ams and ams-iad,CAI,AMS,,,,3.5,3,4,4,3
klm-royal-dutch-airlines,2015-06-12,cai-ams and ams-iad,cai-ams and ams-iad,AMS,AMS,,,,3.5,3,4,4,3
klm-royal-dutch-airlines,2015-06-12,cai-ams and ams-iad,cai-ams and ams-iad,AMS,IAD,,,,3.5,3,4,4,3
klm-royal-dutch-airlines,2015-06-12,glasgow-amsterdam-stockholm and return amsterdam-glasgow,glasgow-amsterdam-stockholm and return amsterdam-glasgow,GLA,AMS,,,,3.5,3,5,3,4
klm-royal-dutch-airlines,2015-06-12,glasgow-amsterdam-stockholm and return amsterdam-glasgow,glasgow-amsterdam-stockholm and return amsterdam-glasgow,AMS,ARN,,,,3.5,3,5,3,4
klm-royal-dutch-airlines,2015-06-12,glasgow-amsterdam-stockholm and return amsterdam-glasgow,glasgow-amsterdam-stockholm and return amsterdam-glasgow,ARN,AMS,,,,3.5,3,5,3,4
klm-royal-dutch-airlines,2015-06-12,glasgow-amsterdam-stockholm and return amsterdam-glasgow,glasgow-amsterdam-stockholm and return amsterdam-glasgow,AMS,GLA,,,,3.5,3,5,3,4
korean-air,2015-07-27,kuala lumpur|seoul incheon,kuala lumpur,KUL,ICN,seoul incheon,,,5,5,5,4,4
korean-air,2015-07-27,seoul incheon|seoul incheon,seoul incheon,ICN,ICN,seoul incheon,,,1,3,3,,2
korean-air,2015-07-27,jfk|hkg,jfk,JFK,HKG,hkg,,,4,3,5,3,4
korean-air,2015-07-27,hkg|seoul,hkg,HKG,ICN,seoul,,,4,3,5,3,4
korean-air,2015-07-11,seoul|dallas ft worth,seoul,ICN,DFW,dallas ft worth,,,4,4,5,4,4
korean-air,2015-07-07,icn|ams,icn,ICN,AMS,ams,,,4,4,5,4,4
korean-air,2015-07-04,hkg|lax,hkg,HKG,LAX,lax,,,0.5,1,5,2,1
korean-air,2015-07-04,lax|seoul,lax,LAX,ICN,seoul,,,4,5,5,5,5
korean-air,2015-07-03,new york jfk|da nang,new york jfk,JFK,DAD,da nang,,,5,5,5,5,5
korean-air,2015-07-03,da nang|incheon,da nang,DAD,ICN,incheon,,,5,5,5,5,5
korean-air,2015-06-29,hkg|seoul,hkg,HKG,ICN,seoul,,,4.5,5,5,2,5
korean-air,2015-06-16,cgo|yvr,cgo,CGO,YVR,yvr,,,4.5,5,5,2,5
korean-air,2015-06-16,yvr|icn,yvr,YVR,ICN,icn,,,4,4,5,,4
korean-air,2015-06-12,icn|ulaanbaatar (mongolia),icn,ICN,UBN,ulaanbaatar (mongolia),,,4.5,3,5,4,4
kulula,2015-06-20,jnb|dur,jnb,JNB,DUR,dur,,,4.5,3,5,4,4
kuwait-airways,2015-07-10,london|new york,london,LHR,JFK,new york,,,5,5,5,4,5
kuwait-airways,2015-07-09,paris|bangkok,paris,CDG,BKK,bangkok,,,3.5,3,5,,4
kuwait-airways,2015-07-09,bangkok|kwi,bangkok,BKK,KWI,kwi,,,4,3,5,1,5
kuwait-airways,2015-07-05,roma fiumicino (fco)|manila ninoy aquino airport (mnl),roma fiumicino (fco),FCO,MNL,manila ninoy aquino airport (mnl),,,1,2,3,1,2
kuwait-airways,2015-06-14,new york|chennai,new york,JFK,MAA,chennai,,,1,2,3,1,2
kuwait-airways,2015-06-14,chennai|kwi,chennai,MAA,KWI,kwi,,,0.5,2,3,1,2
la-compagnie,2015-07-29,luton|newark,luton,LTN,EWR,newark,,,3.5,4,4,1,5
lan-airlines,2015-06-12,"santiago de chile|easter island and back and from santiago|frankfurt, germany",santiago de chile,SCL,IPC,easter island and back and from santiago,,,3.5,4,4,1,5
lan-airlines,2015-06-12,"santiago de chile|easter island and back and from santiago|frankfurt, germany",santiago de chile,SCL,FRA,,,,3.5,4,4,1,5
lan-colombia,2015-07-28,bogota|miami,bogota,BOG,MIA,miami,,,5,4,5,4,5
lan-peru,2015-07-19,cusco|lima,cusco,CUZ,LIM,lima,"frankfurt, germany",,3.5,4,2,5,3
liat,2015-07-12,anguilla|antigua,anguilla,AXA,ANU,antigua,,,2,5,4,5,3
liat,2015-07-12,antigua|st maarten,antigua,ANU,SXM,st maarten,,,1,3,4,,1
liat,2015-07-03,sju|dom,sju,SJU,DOM,dom,,,0.5,1,1,,1
liat,2015-06-12,"antigua|port of spain, trinidad",antigua,ANU,MAD,"port of spain, trinidad",,,0.5,1,1,,1
lion-air,2015-08-01,jakarta|bengkulu,jakarta,CGK,BKS,bengkulu,,,0.5,3,3,,1
lion-air,2015-06-17,kupang|atambua,kupang,KOE,ABU,atambua,,,5,,,,
loganair,2015-07-20,nwi|man,nwi,NWI,MAN,man,,,0.5,1,1,,2
lot-polish-airlines,2015-08-01,ron|zagreb,ron,YYZ,ZAG,zagreb,,,3.5,3,5,,4
lot-polish-airlines,2015-08-01,zagreb|warsaw,zagreb,ZAG,WAW,warsaw,,,5,4,5,,3
lot-polish-airlines,2015-07-27,warsaw|chicago,warsaw,WAW,ORD,chicago,,,0.5,3,1,3,1
lot-polish-airlines,2015-07-14,riga|warsaw,riga,RIX,WAW,warsaw,,,0.5,3,1,3,1
lot-polish-airlines,2015-07-06,kishinev|ron,kishinev,RMO,YYZ,ron,,,2.5,4,1,3,3
lot-polish-airlines,2015-07-06,ron|warshaw,ron,YYZ,WAW,warshaw,,,3.5,3,4,,4
lot-polish-airlines,2015-07-04,warsaw|ron,warsaw,WAW,YYZ,ron,,,0.5,2,2,,1
lot-polish-airlines,2015-06-23,waw|lhr,waw,WAW,LHR,lhr,,,0.5,2,2,,1
lot-polish-airlines,2015-06-15,ron|warsaw,ron,YYZ,WAW,warsaw,,,1.5,2,1,2,2
lot-polish-airlines,2015-06-13,chicago|warsaw,chicago,ORD,WAW,warsaw,,,3.5,3,2,5,4
lot-polish-airlines,2015-06-12,fra-waw-ods,fra-waw-ods,FRA,WAW,,,,0.5,1,3,2,1
lot-polish-airlines,2015-06-12,fra-waw-ods,fra-waw-ods,WAW,ODS,,,,0.5,1,3,2,
lufthansa,2015-08-01,rome|sao paulo,rome,FCO,GRU,sao paulo,,,4,3,5,3,3
lufthansa,2015-08-01,sao paulo|frankfurt,sao paulo,GRU,FRA,frankfurt,,,3.5,4,4,2,4
lufthansa,2015-07-31,s|munich,s,ARN,MUC,munich,,,4.5,5,4,5,4
lufthansa,2015-07-31,munich|munich,munich,MUC,MUC,munich,,,4.5,5,4,5,4
lufthansa,2015-07-30,frankfurt|dubai,frankfurt,FRA,DXB,dubai,,,4.5,4,4,4,5
lufthansa,2015-07-30,frankfurt|boston,frankfurt,FRA,BOS,boston,,,4.5,4,4,4,5
lufthansa,2015-07-30,frankfurt|amsterdam,frankfurt,FRA,AMS,amsterdam,,,4.5,4,5,5,5
lufthansa,2015-07-30,osaka|marseilles,osaka,KIX,MRS,marseilles,,,1,1,1,5,2
lufthansa,2015-07-30,marseilles|fra,marseilles,MRS,FRA,fra,,,4.5,3,4,,4
lufthansa,2015-07-27,rome|brussels,rome,FCO,BRU,brussels,,,2.5,4,5,3,3
lufthansa,2015-07-27,brussels|frankfurt,brussels,BRU,FRA,frankfurt,,,2.5,4,5,3,3
lufthansa,2015-07-27,nuernberg|frankfurt,nuernberg,NUE,FRA,frankfurt,,,4,4,4,,4
lufthansa,2015-07-27,frankfurt|frankfurt,frankfurt,FRA,FRA,frankfurt,,,4,4,4,,4
lufthansa,2015-07-27,lis|muc,lis,LIS,MUC,muc,,,3.5,5,5,5,3
lufthansa,2015-07-27,washing|munich,washing,IAD,MUC,munich,,,3.5,5,5,5,3
lufthansa,2015-07-27,munich|munich,munich,MUC,MUC,munich,,,3.5,3,3,4,3
lufthansa,2015-07-25,athens|kef,athens,ATH,KEF,kef,,,5,5,5,5,4
lufthansa,2015-07-25,kef|frankfurt,kef,KEF,FRA,frankfurt,,,5,5,5,5,4
lufthansa,2015-07-24,london heathrow|tallinn,london heathrow,LHR,TLL,tallinn,,,1,1,1,,1
lufthansa,2015-07-24,tallinn|frankfurt,tallinn,TLL,FRA,frankfurt,,,1,1,1,,1
lufthansa,2015-07-24,mrs|kix,mrs,MRS,KIX,kix,,,1.5,4,1,,3
lufthansa,2015-07-24,kix|fra,kix,KIX,FRA,fra,,,1.5,4,1,,3
lufthansa,2015-07-23,lcy|malta,lcy,LCY,MLA,malta,,,3.5,4,4,3,3
lufthansa,2015-07-23,malta|frankfurt,malta,MLA,FRA,frankfurt,,,3.5,4,4,3,3
lufthansa,2015-07-22,yyz|amm,yyz,YYZ,AMM,amm,,,3,4,3,,4
lufthansa,2015-07-22,amm|fra,amm,AMM,FRA,fra,,,3,4,3,,4
lufthansa,2015-07-21,bom|bcn,bom,BOM,BCN,bcn,,,5,5,5,5,4
lufthansa,2015-07-21,bcn|muc,bcn,BCN,MUC,muc,,,5,5,5,5,4
lufthansa,2015-07-21,berlin|kuala lumpur,berlin,BER,KUL,kuala lumpur,,,3,2,3,3,3
lufthansa,2015-07-21,kuala lumpur|frankfurt,kuala lumpur,KUL,FRA,frankfurt,,,3,2,3,3,3
lufthansa,2015-07-21,lisbon|mumbai,lisbon,LIS,BOM,mumbai,,,5,5,5,4,5
lufthansa,2015-07-21,mumbai|fra,mumbai,BOM,FRA,fra,,,5,5,5,4,5
lufthansa,2015-07-20,frankfurt|montreal,frankfurt,FRA,YUL,montreal,,,2.5,2,2,3,3
lufthansa,2015-07-20,heathrow|johannesburg,heathrow,LHR,JNB,johannesburg,,,2.5,2,2,3,3
lufthansa,2015-07-20,johannesburg|frankfurt,johannesburg,JNB,FRA,frankfurt,,,4,3,4,2,4
lufthansa,2015-07-19,paris|dubai,paris,CDG,DXB,dubai,,,1.5,3,2,,1
lufthansa,2015-07-19,dubai|frankfurt,dubai,DXB,FRA,frankfurt,,,1.5,3,2,,1
lufthansa,2015-07-19,bjv|fra,bjv,BJV,FRA,fra,,,3.5,4,4,4,4
lufthansa,2015-07-19,manchester|johannesburg,manchester,MAN,JNB,johannesburg,,,3.5,4,4,4,4
lufthansa,2015-07-19,johannesburg|frankfurt,johannesburg,JNB,FRA,frankfurt,,,2.5,3,2,,3
lufthansa,2015-07-18,lhr|bcn,lhr,LHR,BCN,bcn,,,5,5,5,5,5
lufthansa,2015-07-18,bcn|fra,bcn,BCN,FRA,fra,,,5,5,5,5,5
lufthansa,2015-07-17,iad|ath,iad,IAD,ATH,ath,,,4,4,5,,5
lufthansa,2015-07-17,ath|muc,ath,ATH,MUC,muc,,,4,4,5,,5
luxair,2015-07-19,lux|dublin,lux,LUX,DUB,dublin,,,3.5,3,2,4,3
lufthansa,2015-07-16,sin|berlin,sin,SIN,BER,berlin,,,3.5,3,2,4,3
lufthansa,2015-07-16,berlin|frankfurt,berlin,BER,FRA,frankfurt,,,5,4,5,,5
lufthansa,2015-07-13,ewr|muc,ewr,EWR,MUC,muc,,,0.5,2,2,2,1
lufthansa,2015-07-09,frankfurt|houston,frankfurt,FRA,IAH,houston,,,0.5,2,2,2,1
lufthansa,2015-07-09,frankfurt|buenos aires,frankfurt,FRA,EZE,buenos aires,,,5,4,5,5,5
lufthansa,2015-07-09,frankfurt|houston,frankfurt,FRA,IAH,houston,,,5,4,5,5,3
lufthansa,2015-07-08,birmingham|seoul incheon,birmingham,BHX,ICN,seoul incheon,,,3.5,3,3,3,3
lufthansa,2015-07-08,seoul incheon|munich,seoul incheon,ICN,MUC,munich,,,5,4,5,5,3
lufthansa,2015-07-08,frankfurt|hkg,frankfurt,FRA,HKG,hkg,,,4,4,4,4,5
lufthansa,2015-07-05,haneda|frankfurt,haneda,HND,FRA,frankfurt,,,4,4,4,4,5
lufthansa,2015-07-04,pre|franfurt,pre,PRE,FRA,franfurt,,,2.5,2,1,,3
lufthansa,2015-07-04,franfurt|franfurt,franfurt,FRA,FRA,franfurt,,,5,5,5,5,5
lufthansa,2015-07-04,rome|prague,rome,FCO,PRG,prague,,,2.5,4,5,5,2
lufthansa,2015-07-04,prague|frankfurt,prague,PRG,FRA,frankfurt,,,2.5,4,5,5,2
lufthansa,2015-07-01,hannover|istanbul,hannover,HAJ,IST,istanbul,,,5,5,5,,5
lufthansa,2015-07-01,istanbul|munich,istanbul,IST,MUC,munich,,,5,5,5,,5
lufthansa,2015-06-29,ord|pmi,ord,ORD,PMI,pmi,,,5,4,5,5,5
lufthansa,2015-06-29,pmi|fra,pmi,PMI,FRA,fra,,,5,4,5,5,5
lufthansa,2015-06-27,tel aviv|koeln hauptbahnhof,tel aviv,TLV,QKL,koeln hauptbahnhof,,,5,5,5,4,4
lufthansa,2015-06-27,koeln hauptbahnhof|fra,koeln hauptbahnhof,QKL,FRA,fra,,,5,5,5,4,4
lufthansa,2015-06-27,ams|bkk,ams,AMS,BKK,bkk,,,4,3,5,4,4
lufthansa,2015-06-27,bkk|fra,bkk,BKK,FRA,fra,,,4,3,5,4,4
lufthansa,2015-06-26,los angeles|frankfurt,los angeles,LAX,FRA,frankfurt,,,4,5,4,5,4
lufthansa,2015-06-26,muc|bru,muc,MUC,BRU,bru,,,4,5,4,5,4
lufthansa,2015-06-24,bucharest|aberdeen,bucharest,OTP,ABZ,aberdeen,,,4,5,5,3,4
lufthansa,2015-06-24,aberdeen|fra,aberdeen,ABZ,FRA,fra,,,3.5,1,4,,4
lufthansa,2015-06-23,fra|tlv,fra,FRA,TLV,tlv,,,4,4,5,1,4
lufthansa,2015-06-23,man|vie,man,MAN,VIE,vie,,,4,4,5,1,4
lufthansa,2015-06-23,vie|fra,vie,VIE,FRA,fra,,,4,2,5,1,4
lufthansa,2015-06-22,berlin|san francisco,berlin,BER,SFO,san francisco,,,1,2,2,,1
lufthansa,2015-06-22,san francisco|frankfurt,san francisco,SFO,FRA,frankfurt,,,1,2,2,,1
lufthansa,2015-06-21,ottawa|tunis,ottawa,YOW,TUN,tunis,,,5,5,5,5,5
lufthansa,2015-06-21,tunis|frankfurt,tunis,TUN,FRA,frankfurt,,,5,5,5,5,5
lufthansa,2015-06-20,frankfurt|rio de janeiro,frankfurt,FRA,GIG,rio de janeiro,,,3.5,5,3,3,1
lufthansa,2015-06-19,hkg|munich,hkg,HKG,MUC,munich,,,3.5,5,3,3,1
lufthansa,2015-06-18,sao paulo|basel,sao paulo,GRU,BSL,basel,,,3.5,4,4,5,5
lufthansa,2015-06-18,basel|fra,basel,BSL,FRA,fra,,,3.5,3,4,4,4
lufthansa,2015-06-13,lhr|muc,lhr,LHR,MUC,muc,,,2.5,1,3,4,2
lufthansa,2015-06-12,dxb|muc,dxb,DXB,MUC,muc,,,2.5,1,3,4,2
lufthansa,2015-06-12,miami|barcelona return from venice,miami,MIA,NCE,barcelona return from venice,,,4,3,5,,3
lufthansa,2015-06-12,miami|barcelona return from venice,miami,VIE,MIA,,,,4,3,5,,3
lufthansa,2015-06-12,lhr-fra-bos-fra-lhr,lhr-fra-bos-fra-lhr,LHR,FRA,,,,0.5,4,1,4,3
lufthansa,2015-06-12,lhr-fra-bos-fra-lhr,lhr-fra-bos-fra-lhr,FRA,BOS,,,,0.5,4,1,4,3
lufthansa,2015-06-12,lhr-fra-bos-fra-lhr,lhr-fra-bos-fra-lhr,BOS,FRA,,,,0.5,4,1,4,3
lufthansa,2015-06-12,lhr-fra-bos-fra-lhr,lhr-fra-bos-fra-lhr,FRA,LHR,,,,0.5,4,1,4,3
malaysia-airlines,2015-07-30,melbourne|kuala lumpur,melbourne,MEL,KUL,kuala lumpur,,,5,5,5,4,5
malaysia-airlines,2015-07-29,brisbane|milan,brisbane,BNE,MXP,milan,,,5,5,5,5,4
malaysia-airlines,2015-07-24,kul|lgk,kul,KUL,LGK,lgk,,,3.5,4,4,,4
malaysia-airlines,2015-07-23,heathrow|darwin,heathrow,LHR,DRW,darwin,,,4,4,4,4,3
malaysia-airlines,2015-07-23,darwin|kuala lumpur,darwin,DRW,KUL,kuala lumpur,,,4.5,4,3,4,5
malaysia-airlines,2015-07-22,dhaka|kuala lumpur,dhaka,DAC,KUL,kuala lumpur,,,4.5,3,5,4,4
malaysia-airlines,2015-07-21,nrt|kul,nrt,NRT,KUL,kul,,,4.5,3,5,4,4
malaysia-airlines,2015-07-20,langkawi|kuala lumpur,langkawi,LGK,KUL,kuala lumpur,,,4.5,4,5,4,5
malaysia-airlines,2015-07-18,adelaide|ho chi minh city,adelaide,ADL,SGN,ho chi minh city,,,4,4,4,3,5
malaysia-airlines,2015-07-18,ho chi minh city|kul,ho chi minh city,SGN,KUL,kul,,,4.5,5,5,,5
malaysia-airlines,2015-07-16,perth|kuala lumpur,perth,PER,KUL,kuala lumpur,,,3,4,4,4,4
malaysia-airlines,2015-07-12,dps|kul,dps,DPS,KUL,kul,,,3,4,4,4,4
malaysia-airlines,2015-07-11,melbourne|beijing,melbourne,MEL,PEK,beijing,,,3.5,4,4,3,4
malaysia-airlines,2015-07-11,beijing|kuala lumpur,beijing,PEK,KUL,kuala lumpur,,,3,3,4,4,3
malaysia-airlines,2015-07-11,denpasar|kuala lumpur,denpasar,DPS,KUL,kuala lumpur,,,3.5,3,4,4,5
malaysia-airlines,2015-07-07,amsterdam|sin,amsterdam,AMS,SIN,sin,,,3.5,3,4,4,5
malaysia-airlines,2015-07-07,sin|kuala lumpur,sin,SIN,KUL,kuala lumpur,,,0.5,3,3,,3
malaysia-airlines,2015-07-04,sydney|kuala lumpur,sydney,SYD,KUL,kuala lumpur,,,2.5,2,5,3,2
malaysia-airlines,2015-06-30,can|ams,can,CAN,AMS,ams,,,2.5,2,5,3,2
malaysia-airlines,2015-06-30,ams|kul,ams,AMS,KUL,kul,,,5,5,5,5,5
malaysia-airlines,2015-06-28,adelaide|kuala lumpur,adelaide,ADL,KUL,kuala lumpur,,,4.5,5,5,4,5
malaysia-airlines,2015-06-26,adelaide|hkg,adelaide,ADL,HKG,hkg,,,4.5,5,5,4,5
malaysia-airlines,2015-06-26,hkg|kul,hkg,HKG,KUL,kul,,,4,4,5,5,5
malaysia-airlines,2015-06-24,melbourne|kansai international,melbourne,MEL,KIX,kansai international,,,4.5,4,4,5,4
malaysia-airlines,2015-06-23,sin|hkg,sin,SIN,HKG,hkg,,,4.5,4,4,5,4
malaysia-airlines,2015-06-23,hkg|kul,hkg,HKG,KUL,kul,,,4,3,5,4,4
malaysia-airlines,2015-06-23,tpe|jhb,tpe,TPE,JHB,jhb,,,4,3,4,2,5
malaysia-airlines,2015-06-23,jhb|kul,jhb,JHB,KUL,kul,,,4,3,4,2,5
malaysia-airlines,2015-06-14,kuala lumpur|tawau,kuala lumpur,KUL,TWU,tawau,,,3.5,3,3,3,4
malaysia-airlines,2015-06-13,auckland|london,auckland,AKL,LHR,london,,,3.5,3,3,3,4
malaysia-airlines,2015-06-13,london|kuala lumpur,london,LHR,KUL,kuala lumpur,,,3.5,4,3,4,4
malaysia-airlines,2015-06-12,sin-kul and kul-lhr,sin-kul and kul-lhr,SIN,KUL,,,,5,4,5,3,5
malaysia-airlines,2015-06-12,sin-kul and kul-lhr,sin-kul and kul-lhr,KUL,LHR,,,,5,4,5,3,5
malaysia-airlines,2015-06-11,cdg|kul,cdg,CDG,KUL,kul,,,5,4,5,3,5
malindo-air,2015-07-28,sin|kul,sin,SIN,KUL,kul,,,3.5,5,4,4,3
malindo-air,2015-07-25,kul|dmk,kul,KUL,DMK,dmk,,,5,4,5,4,4
malindo-air,2015-07-16,sin|kochi,sin,SIN,COK,kochi,,,4.5,5,5,5,5
malindo-air,2015-07-16,kochi|kuala lumpur,kochi,COK,KUL,kuala lumpur,,,3,4,5,4,4
malindo-air,2015-06-19,sin|kul,sin,SIN,KUL,kul,,,3,3,4,2,3
mango,2015-07-08,johannesburg|port elizabeth,johannesburg,JNB,PLZ,port elizabeth,,,3,3,4,2,3
meridiana,2015-07-15,lgw|olbia,lgw,LGW,OLB,olbia,,,5,5,5,5,5
meridiana,2015-07-06,naples|new york,naples,NAP,JFK,new york,,,4,4,4,,3
miat-mongolian,2015-07-14,hkg|ulaanbaatar,hkg,HKG,UBN,ulaanbaatar,,,1.5,1,2,,1
monarch-airlines,2015-07-20,manchester|tenerife,manchester,MAN,TFS,tenerife,,,1.5,2,3,4,3
monarch-airlines,2015-07-10,gatwick|funchal,gatwick,LGW,FNC,funchal,,,4.5,3,5,,4
monarch-airlines,2015-07-07,manchester|alicante,manchester,MAN,ALC,alicante,,,2.5,1,3,,3
monarch-airlines,2015-07-06,alicante|manchester,alicante,ALC,MAN,manchester,,,4.5,4,5,,5
monarch-airlines,2015-07-06,bhx|ace,bhx,BHX,ACE,ace,,,5,4,5,,5
monarch-airlines,2015-07-06,rome|london,rome,FCO,LHR,london,,,0.5,1,1,,1
monarch-airlines,2015-07-05,manchester|faro,manchester,MAN,FAO,faro,,,4.5,3,4,,4
nepal-airlines,2015-07-24,kathmandu|bangkok,kathmandu,KTM,BKK,bangkok,,,0.5,1,1,,2
nok-air,2015-07-17,dmk|ubp,dmk,DMK,UBP,ubp,,,4,4,5,,4
nok-air,2015-06-11,phuket|bangkok,phuket,HKT,BKK,bangkok,,,2,2,3,2,3
norwegian,2015-07-31,helsinki|los angeles,helsinki,HEL,LAX,los angeles,,,4,2,3,,5
norwegian,2015-07-31,los angeles|ckholm,los angeles,LAX,ARN,ckholm,,,3,3,3,1,3
norwegian,2015-07-28,gatwick|los angeles,gatwick,LGW,LAX,los angeles,,,0.5,1,1,1,2
norwegian,2015-07-27,ham|lpa,ham,HAM,LPA,lpa,,,0.5,1,1,1,2
norwegian,2015-07-26,gatwick|jfk,gatwick,LGW,JFK,jfk,,,4,4,5,5,5
norwegian,2015-07-22,bud|jfk,bud,BUD,JFK,jfk,,,4,5,5,5,5
norwegian,2015-07-22,jfk|arn,jfk,JFK,ARN,arn,,,0.5,,,,1
norwegian,2015-07-21,london gatwick|tromsoe,london gatwick,LGW,TOS,tromsoe,,,4.5,5,5,5,5
norwegian,2015-07-21,tromsoe|oslo,tromsoe,TOS,OSL,oslo,,,4.5,5,5,5,5
norwegian,2015-07-19,gatwick|jfk,gatwick,LGW,JFK,jfk,,,3,2,3,,4
norwegian,2015-07-18,trd|cph,trd,TRD,CPH,cph,,,3,2,3,,4
norwegian,2015-07-10,sxf|hau,sxf,SXF,HAU,hau,,,4.5,5,4,2,4
norwegian,2015-07-10,hau|oslo,hau,HAU,OSL,oslo,,,5,5,5,5,5
norwegian,2015-07-10,copenhagen|madrid,copenhagen,CPH,MAD,madrid,,,0.5,2,3,,3
norwegian,2015-07-09,london gatwick|warsaw,london gatwick,LGW,WAW,warsaw,,,0.5,2,3,,3
norwegian,2015-07-07,"oakland, san francisco|stockholm, sweden","oakland, san francisco",SFO,ARN,"stockholm, sweden",,,0.5,3,1,1,1
norwegian,2015-07-04,lgw|jfk,lgw,LGW,JFK,jfk,,,3.5,3,5,3,4
norwegian,2015-07-04,oakland|stockholm,oakland,OAK,ARN,stockholm,,,0.5,1,2,1,1
norwegian,2015-07-04,jfk|lgw,jfk,JFK,LGW,lgw,,,4.5,4,5,3,5
norwegian,2015-07-02,jfk|oslo,jfk,JFK,OSL,oslo,,,5,5,4,5,5
norwegian,2015-07-02,london gatwick|stockholm,london gatwick,LGW,ARN,stockholm,,,4,4,5,4,5
norwegian,2015-07-01,oslo|oakland,oslo,OSL,OAK,oakland,,,0.5,1,1,,1
norwegian,2015-06-21,london|bardufoss,london,LHR,BDU,bardufoss,,,4.5,4,4,,5
norwegian,2015-06-21,bardufoss|oslo,bardufoss,BDU,OSL,oslo,,,0.5,1,2,2,2
norwegian,2015-06-18,dubrovnik|gatwick,dubrovnik,DBV,LGW,gatwick,,,4.5,5,4,,4
norwegian,2015-06-17,oakland|budapest,oakland,OAK,BUD,budapest,,,4.5,5,4,,4
norwegian,2015-06-17,budapest|oslo,budapest,BUD,OSL,oslo,,,0.5,1,2,,1
norwegian,2015-06-16,rome-fiumicino-new york,rome-fiumicino-new york,FCO,FCO,,,,0.5,1,1,1,1
norwegian,2015-06-16,rome-fiumicino-new york,rome-fiumicino-new york,FCO,JFK,,,,0.5,1,1,1,1
norwegian,2015-06-15,new york jfk|copenhagen,new york jfk,JFK,CPH,copenhagen,,,0.5,1,1,1,1
norwegian,2015-06-14,oslo|new york,oslo,OSL,JFK,new york,,,2.5,2,4,3,1
norwegian,2015-06-13,jfk|arn,jfk,JFK,ARN,arn,,,4.5,5,3,5,5
norwegian,2015-06-13,oslo|orlando florida,oslo,OSL,MCO,orlando florida,,,0.5,1,1,,1
norwegian,2015-06-12,jfk-copenhagen-bangkok,jfk-copenhagen-bangkok,JFK,CPH,,,,1,1,2,,4
norwegian,2015-06-12,jfk-copenhagen-bangkok,jfk-copenhagen-bangkok,CPH,BKK,,,,1,1,2,,4
delta-air-lines,2015-07-28,jfk|incheon,new york,JFK,ICN,incheon,,,4,4,4,3,4
delta-air-lines,2015-07-28,incheon|bangkok,incheon,ICN,BKK,bangkok,,,4,4,4,3,4
norwegian,2015-06-12,s|ckholm and malmö,s,ARN,MMX,ckholm and malmö,,,0.5,2,1,4,1
norwegian,2015-06-12,osl|jfk,osl,OSL,JFK,jfk,,,0.5,1,1,1,1
norwegian,2015-06-11,lgw-cph-jfk,lgw-cph-jfk,LGW,CPH,,,,0.5,3,2,,1
norwegian,2015-06-11,lgw-cph-jfk,lgw-cph-jfk,CPH,JFK,,,,0.5,3,2,,1
olympic-air,2015-07-21,athens|skyros,athens,ATH,SKU,skyros,,,0.5,1,1,1,1
olympic-air,2015-06-17,athens|milos,athens,ATH,MLO,milos,,,4,4,4,2,5
oman-air,2015-08-01,dxb|lhr,dxb,DXB,LHR,lhr,,,4,4,5,,4
oman-air,2015-08-01,lhr|mct,lhr,LHR,MCT,mct,,,4,4,4,,5
oman-air,2015-07-31,frankfurt|bangkok,frankfurt,FRA,BKK,bangkok,,,5,5,5,5,5
oman-air,2015-07-31,bangkok|muscat,bangkok,BKK,MCT,muscat,,,5,5,5,5,5
oman-air,2015-07-19,london heathrow|bangkok,london heathrow,LHR,BKK,bangkok,,,4,4,4,3,4
oman-air,2015-07-19,bangkok|muscat,bangkok,BKK,MCT,muscat,,,4,4,4,3,4
oman-air,2015-07-09,london|zanzibar,london,LHR,ZNZ,zanzibar,,,4,4,4,3,5
oman-air,2015-07-09,zanzibar|muscat,zanzibar,ZNZ,MCT,muscat,,,4,4,4,3,5
oman-air,2015-06-22,lhr|kul,lhr,LHR,KUL,kul,,,3,3,2,4,4
oman-air,2015-06-22,kul|muscat,kul,KUL,MCT,muscat,,,3,3,2,4,4
oman-air,2015-06-16,paris|new delhi,paris,CDG,DEL,new delhi,,,5,5,4,5,5
oman-air,2015-06-16,new delhi|muscat,new delhi,DEL,MCT,muscat,,,5,5,4,5,5
oman-air,2015-06-16,lhr|bkk,lhr,LHR,BKK,bkk,,,0.5,5,4,4,1
oman-air,2015-06-16,bkk|mct,bkk,BKK,MCT,mct,,,0.5,5,4,4,1
